,id_odsp,id_event,sort_order,time,text,event_type,event_type2,side,event_team,opponent,player,player2,player_in,player_out,shot_place,shot_outcome,is_goal,location,bodypart,assist_method,situation,fast_break,link_odsp,adv_stats,date,league,season,country,ht,at,fthg,ftag,odd_h,odd_d,odd_a,odd_over,odd_under,odd_bts,odd_bts_n
267428,lrvHfLr8/,lrvHfLr843,43,40,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box is saved in the bottom left corner. Assisted by JA©rA©my Menez.,1,12.0,1,Paris Saint-Germain,Montpellier,zlatan ibrahimovic,jeremy menez,,,3.0,1.0,0,3.0,1.0,1,1.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-montpellier-lrvHfLr8/,True,2013-03-29,F1,2013,france,Paris Saint-Germain,Montpellier,1,0,1.64,4.05,6.61,,,,
267452,lrvHfLr8/,lrvHfLr867,67,59,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,1,Paris Saint-Germain,Montpellier,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-montpellier-lrvHfLr8/,True,2013-03-29,F1,2013,france,Paris Saint-Germain,Montpellier,1,0,1.64,4.05,6.61,,,,
267454,lrvHfLr8/,lrvHfLr869,69,60,Zlatan Ibrahimovic (Paris Saint Germain) is shown the yellow card for a bad foul.,4,,1,Paris Saint-Germain,Montpellier,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-montpellier-lrvHfLr8/,True,2013-03-29,F1,2013,france,Paris Saint-Germain,Montpellier,1,0,1.64,4.05,6.61,,,,
267458,lrvHfLr8/,lrvHfLr873,73,64,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is too high from a direct free kick.,1,,1,Paris Saint-Germain,Montpellier,zlatan ibrahimovic,,,,10.0,2.0,0,15.0,1.0,0,4.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-montpellier-lrvHfLr8/,True,2013-03-29,F1,2013,france,Paris Saint-Germain,Montpellier,1,0,1.64,4.05,6.61,,,,
267489,lrvHfLr8/,lrvHfLr8104,104,83,"Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box is close, but misses to the right. Assisted by David Beckham following a set piece situation.",1,12.0,1,Paris Saint-Germain,Montpellier,zlatan ibrahimovic,david beckham,,,9.0,2.0,0,3.0,1.0,1,2.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-montpellier-lrvHfLr8/,True,2013-03-29,F1,2013,france,Paris Saint-Germain,Montpellier,1,0,1.64,4.05,6.61,,,,
267493,lrvHfLr8/,lrvHfLr8108,108,88,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick on the right wing.,8,,1,Paris Saint-Germain,Montpellier,zlatan ibrahimovic,,,,,,0,5.0,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-montpellier-lrvHfLr8/,True,2013-03-29,F1,2013,france,Paris Saint-Germain,Montpellier,1,0,1.64,4.05,6.61,,,,
267500,lrvHfLr8/,lrvHfLr8115,115,90,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the defensive half.,8,,1,Paris Saint-Germain,Montpellier,zlatan ibrahimovic,,,,,,0,2.0,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-montpellier-lrvHfLr8/,True,2013-03-29,F1,2013,france,Paris Saint-Germain,Montpellier,1,0,1.64,4.05,6.61,,,,
272671,dS565xcQ/,dS565xcQ7,7,6,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the right side of the box is blocked.,1,,2,Paris Saint-Germain,Stade Rennes,zlatan ibrahimovic,,,,2.0,3.0,0,11.0,1.0,0,1.0,0,/soccer/france/ligue-1-2012-2013/rennes-paris-sg-dS565xcQ/,True,2013-04-06,F1,2013,france,Stade Rennes,Paris Saint-Germain,0,2,3.45,3.33,2.42,,,,
272685,dS565xcQ/,dS565xcQ21,21,20,"Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is close, but misses to the left from a direct free kick.",1,,2,Paris Saint-Germain,Stade Rennes,zlatan ibrahimovic,,,,8.0,2.0,0,15.0,1.0,0,4.0,0,/soccer/france/ligue-1-2012-2013/rennes-paris-sg-dS565xcQ/,True,2013-04-06,F1,2013,france,Stade Rennes,Paris Saint-Germain,0,2,3.45,3.33,2.42,,,,
272702,dS565xcQ/,dS565xcQ38,38,42,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) left footed shot from the centre of the box is saved in the bottom right corner. Assisted by JA©rA©my Menez.,1,12.0,2,Paris Saint-Germain,Stade Rennes,zlatan ibrahimovic,jeremy menez,,,4.0,1.0,0,3.0,2.0,1,1.0,0,/soccer/france/ligue-1-2012-2013/rennes-paris-sg-dS565xcQ/,True,2013-04-06,F1,2013,france,Stade Rennes,Paris Saint-Germain,0,2,3.45,3.33,2.42,,,,
272707,dS565xcQ/,dS565xcQ43,43,45,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,Stade Rennes,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/rennes-paris-sg-dS565xcQ/,True,2013-04-06,F1,2013,france,Stade Rennes,Paris Saint-Germain,0,2,3.45,3.33,2.42,,,,
272712,dS565xcQ/,dS565xcQ48,48,49,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the attacking half.,8,,2,Paris Saint-Germain,Stade Rennes,zlatan ibrahimovic,,,,,,0,1.0,,0,,0,/soccer/france/ligue-1-2012-2013/rennes-paris-sg-dS565xcQ/,True,2013-04-06,F1,2013,france,Stade Rennes,Paris Saint-Germain,0,2,3.45,3.33,2.42,,,,
272719,dS565xcQ/,dS565xcQ55,55,59,"Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box is close, but misses to the right. Assisted by Gregory Van der Wiel.",1,12.0,2,Paris Saint-Germain,Stade Rennes,zlatan ibrahimovic,gregory van der wiel,,,9.0,2.0,0,3.0,1.0,1,1.0,0,/soccer/france/ligue-1-2012-2013/rennes-paris-sg-dS565xcQ/,True,2013-04-06,F1,2013,france,Stade Rennes,Paris Saint-Germain,0,2,3.45,3.33,2.42,,,,
272723,dS565xcQ/,dS565xcQ59,59,61,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,Stade Rennes,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/rennes-paris-sg-dS565xcQ/,True,2013-04-06,F1,2013,france,Stade Rennes,Paris Saint-Germain,0,2,3.45,3.33,2.42,,,,
272735,dS565xcQ/,dS565xcQ71,71,71,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,Stade Rennes,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/rennes-paris-sg-dS565xcQ/,True,2013-04-06,F1,2013,france,Stade Rennes,Paris Saint-Germain,0,2,3.45,3.33,2.42,,,,
272759,dS565xcQ/,dS565xcQ95,95,85,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick on the right wing.,8,,2,Paris Saint-Germain,Stade Rennes,zlatan ibrahimovic,,,,,,0,5.0,,0,,0,/soccer/france/ligue-1-2012-2013/rennes-paris-sg-dS565xcQ/,True,2013-04-06,F1,2013,france,Stade Rennes,Paris Saint-Germain,0,2,3.45,3.33,2.42,,,,
272765,dS565xcQ/,dS565xcQ101,101,90,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,Stade Rennes,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/rennes-paris-sg-dS565xcQ/,True,2013-04-06,F1,2013,france,Stade Rennes,Paris Saint-Germain,0,2,3.45,3.33,2.42,,,,
272768,dS565xcQ/,dS565xcQ104,104,90,"Goal!  Rennes 0, Paris Saint Germain 2. Zlatan Ibrahimovic (Paris Saint Germain) header from very close range to the bottom right corner. Assisted by David Beckham following a fast break.",1,12.0,2,Paris Saint-Germain,Stade Rennes,zlatan ibrahimovic,david beckham,,,4.0,1.0,1,13.0,3.0,1,1.0,1,/soccer/france/ligue-1-2012-2013/rennes-paris-sg-dS565xcQ/,True,2013-04-06,F1,2013,france,Stade Rennes,Paris Saint-Germain,0,2,3.45,3.33,2.42,,,,
282245,8YP4iqYp/,8YP4iqYp9,9,5,Zlatan Ibrahimovic (Paris Saint Germain) hits the left post with a right footed shot from the right side of the box.,1,,1,Paris Saint-Germain,Nice,zlatan ibrahimovic,,,,7.0,4.0,0,11.0,1.0,0,1.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-nice-8YP4iqYp/,True,2013-04-21,F1,2013,france,Paris Saint-Germain,Nice,3,0,1.42,4.9,11.28,,,,
282248,8YP4iqYp/,8YP4iqYp12,12,8,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,1,Paris Saint-Germain,Nice,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-nice-8YP4iqYp/,True,2013-04-21,F1,2013,france,Paris Saint-Germain,Nice,3,0,1.42,4.9,11.28,,,,
282264,8YP4iqYp/,8YP4iqYp28,28,22,"Corner,  Nice. Conceded by Zlatan Ibrahimovic.",2,,2,Nice,Paris Saint-Germain,zlatan ibrahimovic,zlatan ibrahimovic,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-nice-8YP4iqYp/,True,2013-04-21,F1,2013,france,Paris Saint-Germain,Nice,3,0,1.42,4.9,11.28,,,,
282293,8YP4iqYp/,8YP4iqYp57,57,45,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is blocked.,1,,1,Paris Saint-Germain,Nice,zlatan ibrahimovic,,,,2.0,3.0,0,15.0,1.0,0,1.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-nice-8YP4iqYp/,True,2013-04-21,F1,2013,france,Paris Saint-Germain,Nice,3,0,1.42,4.9,11.28,,,,
282295,8YP4iqYp/,8YP4iqYp59,59,45,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,1,Paris Saint-Germain,Nice,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-nice-8YP4iqYp/,True,2013-04-21,F1,2013,france,Paris Saint-Germain,Nice,3,0,1.42,4.9,11.28,,,,
282297,8YP4iqYp/,8YP4iqYp61,61,45,Zlatan Ibrahimovic (Paris Saint Germain) is shown the yellow card.,4,,1,Paris Saint-Germain,Nice,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-nice-8YP4iqYp/,True,2013-04-21,F1,2013,france,Paris Saint-Germain,Nice,3,0,1.42,4.9,11.28,,,,
282302,8YP4iqYp/,8YP4iqYp66,66,50,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the defensive half.,8,,1,Paris Saint-Germain,Nice,zlatan ibrahimovic,,,,,,0,2.0,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-nice-8YP4iqYp/,True,2013-04-21,F1,2013,france,Paris Saint-Germain,Nice,3,0,1.42,4.9,11.28,,,,
282307,8YP4iqYp/,8YP4iqYp71,71,52,"Offside, Paris Saint Germain. Marco Verratti tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,1,Paris Saint-Germain,Nice,zlatan ibrahimovic,marco verratti,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-nice-8YP4iqYp/,True,2013-04-21,F1,2013,france,Paris Saint-Germain,Nice,3,0,1.42,4.9,11.28,,,,
282321,8YP4iqYp/,8YP4iqYp85,85,65,"Goal!  Paris Saint Germain 2, Nice 0. Zlatan Ibrahimovic (Paris Saint Germain) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Paris Saint-Germain,Nice,zlatan ibrahimovic,,,,3.0,1.0,1,14.0,1.0,0,2.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-nice-8YP4iqYp/,True,2013-04-21,F1,2013,france,Paris Saint-Germain,Nice,3,0,1.42,4.9,11.28,,,,
282324,8YP4iqYp/,8YP4iqYp88,88,69,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,1,Paris Saint-Germain,Nice,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-nice-8YP4iqYp/,True,2013-04-21,F1,2013,france,Paris Saint-Germain,Nice,3,0,1.42,4.9,11.28,,,,
282333,8YP4iqYp/,8YP4iqYp97,97,80,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) left footed shot from the left side of the box is saved in the bottom right corner. Assisted by Thiago Silva.,1,12.0,1,Paris Saint-Germain,Nice,zlatan ibrahimovic,thiago silva,,,4.0,1.0,0,9.0,2.0,1,1.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-nice-8YP4iqYp/,True,2013-04-21,F1,2013,france,Paris Saint-Germain,Nice,3,0,1.42,4.9,11.28,,,,
282341,8YP4iqYp/,8YP4iqYp105,105,89,Hand ball by Zlatan Ibrahimovic (Paris Saint Germain).,10,,1,Paris Saint-Germain,Nice,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-nice-8YP4iqYp/,True,2013-04-21,F1,2013,france,Paris Saint-Germain,Nice,3,0,1.42,4.9,11.28,,,,
286784,GdM0B4PG/,GdM0B4PG3,3,5,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is saved in the top right corner.,1,,2,Paris Saint-Germain,Evian Thonon Gaillard,zlatan ibrahimovic,,,,13.0,1.0,0,15.0,1.0,0,1.0,0,/soccer/france/ligue-1-2012-2013/evian-tg-paris-sg-GdM0B4PG/,True,2013-04-28,F1,2013,france,Evian Thonon Gaillard,Paris Saint-Germain,0,1,7.1,4.3,1.6,,,,
286797,GdM0B4PG/,GdM0B4PG16,16,17,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box is saved in the bottom right corner. Assisted by Maxwell with a cross.,1,12.0,2,Paris Saint-Germain,Evian Thonon Gaillard,zlatan ibrahimovic,maxwell,,,4.0,1.0,0,3.0,1.0,2,1.0,0,/soccer/france/ligue-1-2012-2013/evian-tg-paris-sg-GdM0B4PG/,True,2013-04-28,F1,2013,france,Evian Thonon Gaillard,Paris Saint-Germain,0,1,7.1,4.3,1.6,,,,
286799,GdM0B4PG/,GdM0B4PG18,18,18,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the left side of the six yard box is high and wide to the left. Assisted by Thiago Silva with a headed pass following a corner.,1,12.0,2,Paris Saint-Germain,Evian Thonon Gaillard,zlatan ibrahimovic,thiago silva,,,6.0,2.0,0,10.0,1.0,3,3.0,0,/soccer/france/ligue-1-2012-2013/evian-tg-paris-sg-GdM0B4PG/,True,2013-04-28,F1,2013,france,Evian Thonon Gaillard,Paris Saint-Germain,0,1,7.1,4.3,1.6,,,,
286804,GdM0B4PG/,GdM0B4PG23,23,21,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,Evian Thonon Gaillard,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/evian-tg-paris-sg-GdM0B4PG/,True,2013-04-28,F1,2013,france,Evian Thonon Gaillard,Paris Saint-Germain,0,1,7.1,4.3,1.6,,,,
286814,GdM0B4PG/,GdM0B4PG33,33,28,"Offside, Paris Saint Germain. Ezequiel Lavezzi tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,2,Paris Saint-Germain,Evian Thonon Gaillard,zlatan ibrahimovic,ezequiel lavezzi,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/evian-tg-paris-sg-GdM0B4PG/,True,2013-04-28,F1,2013,france,Evian Thonon Gaillard,Paris Saint-Germain,0,1,7.1,4.3,1.6,,,,
286840,GdM0B4PG/,GdM0B4PG59,59,46,"Offside, Paris Saint Germain. Marco Verratti tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,2,Paris Saint-Germain,Evian Thonon Gaillard,zlatan ibrahimovic,marco verratti,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/evian-tg-paris-sg-GdM0B4PG/,True,2013-04-28,F1,2013,france,Evian Thonon Gaillard,Paris Saint-Germain,0,1,7.1,4.3,1.6,,,,
286851,GdM0B4PG/,GdM0B4PG70,70,57,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the attacking half.,8,,2,Paris Saint-Germain,Evian Thonon Gaillard,zlatan ibrahimovic,,,,,,0,1.0,,0,,0,/soccer/france/ligue-1-2012-2013/evian-tg-paris-sg-GdM0B4PG/,True,2013-04-28,F1,2013,france,Evian Thonon Gaillard,Paris Saint-Germain,0,1,7.1,4.3,1.6,,,,
286858,GdM0B4PG/,GdM0B4PG77,77,61,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,Evian Thonon Gaillard,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/evian-tg-paris-sg-GdM0B4PG/,True,2013-04-28,F1,2013,france,Evian Thonon Gaillard,Paris Saint-Germain,0,1,7.1,4.3,1.6,,,,
286861,GdM0B4PG/,GdM0B4PG80,80,62,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from very close range is too high.,1,,2,Paris Saint-Germain,Evian Thonon Gaillard,zlatan ibrahimovic,,,,10.0,2.0,0,13.0,1.0,0,1.0,0,/soccer/france/ligue-1-2012-2013/evian-tg-paris-sg-GdM0B4PG/,True,2013-04-28,F1,2013,france,Evian Thonon Gaillard,Paris Saint-Germain,0,1,7.1,4.3,1.6,,,,
286901,GdM0B4PG/,GdM0B4PG120,120,90,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,Evian Thonon Gaillard,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/evian-tg-paris-sg-GdM0B4PG/,True,2013-04-28,F1,2013,france,Evian Thonon Gaillard,Paris Saint-Germain,0,1,7.1,4.3,1.6,,,,
291531,dUI4uqvc/,dUI4uqvc33,33,30,"Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is close, but misses to the left from a direct free kick.",1,,1,Paris Saint-Germain,Valenciennes,zlatan ibrahimovic,,,,8.0,2.0,0,15.0,1.0,0,4.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-valenciennes-dUI4uqvc/,True,2013-05-05,F1,2013,france,Paris Saint-Germain,Valenciennes,1,1,1.25,7.3,19.0,,,,
291556,dUI4uqvc/,dUI4uqvc58,58,48,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is blocked.,1,,1,Paris Saint-Germain,Valenciennes,zlatan ibrahimovic,,,,2.0,3.0,0,15.0,1.0,0,1.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-valenciennes-dUI4uqvc/,True,2013-05-05,F1,2013,france,Paris Saint-Germain,Valenciennes,1,1,1.25,7.3,19.0,,,,
291566,dUI4uqvc/,dUI4uqvc68,68,59,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the left side of the box is blocked. Assisted by Maxwell.,1,12.0,1,Paris Saint-Germain,Valenciennes,zlatan ibrahimovic,maxwell,,,2.0,3.0,0,9.0,1.0,1,1.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-valenciennes-dUI4uqvc/,True,2013-05-05,F1,2013,france,Paris Saint-Germain,Valenciennes,1,1,1.25,7.3,19.0,,,,
291572,dUI4uqvc/,dUI4uqvc74,74,61,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the defensive half.,8,,1,Paris Saint-Germain,Valenciennes,zlatan ibrahimovic,,,,,,0,2.0,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-valenciennes-dUI4uqvc/,True,2013-05-05,F1,2013,france,Paris Saint-Germain,Valenciennes,1,1,1.25,7.3,19.0,,,,
291581,dUI4uqvc/,dUI4uqvc83,83,69,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is blocked.,1,,1,Paris Saint-Germain,Valenciennes,zlatan ibrahimovic,,,,2.0,3.0,0,15.0,1.0,0,1.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-valenciennes-dUI4uqvc/,True,2013-05-05,F1,2013,france,Paris Saint-Germain,Valenciennes,1,1,1.25,7.3,19.0,,,,
291588,dUI4uqvc/,dUI4uqvc90,90,73,"Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from a difficult angle on the right is close, but misses to the left.",1,,1,Paris Saint-Germain,Valenciennes,zlatan ibrahimovic,,,,8.0,2.0,0,8.0,1.0,0,1.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-valenciennes-dUI4uqvc/,True,2013-05-05,F1,2013,france,Paris Saint-Germain,Valenciennes,1,1,1.25,7.3,19.0,,,,
296697,IcnnhMN2/,IcnnhMN25,5,4,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) left footed shot from the centre of the box is blocked.,1,,2,Paris Saint-Germain,Lyon,zlatan ibrahimovic,,,,2.0,3.0,0,3.0,2.0,0,1.0,0,/soccer/france/ligue-1-2012-2013/lyon-paris-sg-IcnnhMN2/,True,2013-05-12,F1,2013,france,Lyon,Paris Saint-Germain,0,1,4.09,3.55,2.15,,,,
296698,IcnnhMN2/,IcnnhMN26,6,4,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) header from the centre of the box is blocked.,1,,2,Paris Saint-Germain,Lyon,zlatan ibrahimovic,,,,2.0,3.0,0,3.0,3.0,0,1.0,0,/soccer/france/ligue-1-2012-2013/lyon-paris-sg-IcnnhMN2/,True,2013-05-12,F1,2013,france,Lyon,Paris Saint-Germain,0,1,4.09,3.55,2.15,,,,
296712,IcnnhMN2/,IcnnhMN220,20,20,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is blocked.,1,,2,Paris Saint-Germain,Lyon,zlatan ibrahimovic,,,,2.0,3.0,0,15.0,1.0,0,1.0,0,/soccer/france/ligue-1-2012-2013/lyon-paris-sg-IcnnhMN2/,True,2013-05-12,F1,2013,france,Lyon,Paris Saint-Germain,0,1,4.09,3.55,2.15,,,,
296721,IcnnhMN2/,IcnnhMN229,29,26,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the attacking half.,8,,2,Paris Saint-Germain,Lyon,zlatan ibrahimovic,,,,,,0,1.0,,0,,0,/soccer/france/ligue-1-2012-2013/lyon-paris-sg-IcnnhMN2/,True,2013-05-12,F1,2013,france,Lyon,Paris Saint-Germain,0,1,4.09,3.55,2.15,,,,
296740,IcnnhMN2/,IcnnhMN248,48,45,"Corner,  Lyon. Conceded by Zlatan Ibrahimovic.",2,,1,Lyon,Paris Saint-Germain,zlatan ibrahimovic,zlatan ibrahimovic,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/lyon-paris-sg-IcnnhMN2/,True,2013-05-12,F1,2013,france,Lyon,Paris Saint-Germain,0,1,4.09,3.55,2.15,,,,
296742,IcnnhMN2/,IcnnhMN250,50,45,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the defensive half.,8,,2,Paris Saint-Germain,Lyon,zlatan ibrahimovic,,,,,,0,2.0,,0,,0,/soccer/france/ligue-1-2012-2013/lyon-paris-sg-IcnnhMN2/,True,2013-05-12,F1,2013,france,Lyon,Paris Saint-Germain,0,1,4.09,3.55,2.15,,,,
296754,IcnnhMN2/,IcnnhMN262,62,62,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is blocked.,1,,2,Paris Saint-Germain,Lyon,zlatan ibrahimovic,,,,2.0,3.0,0,15.0,1.0,0,1.0,0,/soccer/france/ligue-1-2012-2013/lyon-paris-sg-IcnnhMN2/,True,2013-05-12,F1,2013,france,Lyon,Paris Saint-Germain,0,1,4.09,3.55,2.15,,,,
296758,IcnnhMN2/,IcnnhMN266,66,66,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the defensive half.,8,,2,Paris Saint-Germain,Lyon,zlatan ibrahimovic,,,,,,0,2.0,,0,,0,/soccer/france/ligue-1-2012-2013/lyon-paris-sg-IcnnhMN2/,True,2013-05-12,F1,2013,france,Lyon,Paris Saint-Germain,0,1,4.09,3.55,2.15,,,,
296768,IcnnhMN2/,IcnnhMN276,76,72,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick on the left wing.,8,,2,Paris Saint-Germain,Lyon,zlatan ibrahimovic,,,,,,0,4.0,,0,,0,/soccer/france/ligue-1-2012-2013/lyon-paris-sg-IcnnhMN2/,True,2013-05-12,F1,2013,france,Lyon,Paris Saint-Germain,0,1,4.09,3.55,2.15,,,,
296773,IcnnhMN2/,IcnnhMN281,81,78,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the defensive half.,8,,2,Paris Saint-Germain,Lyon,zlatan ibrahimovic,,,,,,0,2.0,,0,,0,/soccer/france/ligue-1-2012-2013/lyon-paris-sg-IcnnhMN2/,True,2013-05-12,F1,2013,france,Lyon,Paris Saint-Germain,0,1,4.09,3.55,2.15,,,,
296774,IcnnhMN2/,IcnnhMN282,82,80,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,Lyon,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/lyon-paris-sg-IcnnhMN2/,True,2013-05-12,F1,2013,france,Lyon,Paris Saint-Germain,0,1,4.09,3.55,2.15,,,,
296783,IcnnhMN2/,IcnnhMN291,91,90,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick on the right wing.,8,,2,Paris Saint-Germain,Lyon,zlatan ibrahimovic,,,,,,0,5.0,,0,,0,/soccer/france/ligue-1-2012-2013/lyon-paris-sg-IcnnhMN2/,True,2013-05-12,F1,2013,france,Lyon,Paris Saint-Germain,0,1,4.09,3.55,2.15,,,,
299902,rLyQ3JME/,rLyQ3JME5,5,3,Hand ball by Zlatan Ibrahimovic (Paris Saint Germain).,10,,1,Paris Saint-Germain,Brest,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-brest-rLyQ3JME/,True,2013-05-18,F1,2013,france,Paris Saint-Germain,Brest,3,1,1.14,10.5,29.0,,,,
299905,rLyQ3JME/,rLyQ3JME8,8,5,"Goal!  Paris Saint Germain 1, Brest 0. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the right side of the box to the bottom left corner. Assisted by ClA©ment ChantA´me.",1,12.0,1,Paris Saint-Germain,Brest,zlatan ibrahimovic,clement chantome,,,3.0,1.0,1,11.0,1.0,1,1.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-brest-rLyQ3JME/,True,2013-05-18,F1,2013,france,Paris Saint-Germain,Brest,3,1,1.14,10.5,29.0,,,,
299930,rLyQ3JME/,rLyQ3JME33,33,36,"Goal!  Paris Saint Germain 3, Brest 0. Zlatan Ibrahimovic (Paris Saint Germain) from a free kick with a right footed shot to the top left corner.",1,,1,Paris Saint-Germain,Brest,zlatan ibrahimovic,,,,12.0,1.0,1,19.0,1.0,0,4.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-brest-rLyQ3JME/,True,2013-05-18,F1,2013,france,Paris Saint-Germain,Brest,3,1,1.14,10.5,29.0,,,,
